Konu,Soru,Iyi_Cevap,Kotu_Cevap
Matematik,Öklid'in en ünlü eseri nedir?,"Öklid'in ""Elementler"" (Öklid Mekaniği) adlı eseri, geometriyi aksiyomatik sistem halinde düzenleyen başyapıttır ve 2000 yıldan fazla standart ders kitabı olmuştur.","""Quadrilaterals on a Circle"" kitabıdır. Ya da aslen hiç yazmamıştır, Platon uydurmuştur."
Matematik,Sonsuz küçük kavramıyla tanınan filozof kimdir?,"Arşimet, integral hesabın öncüsü olan ""sonsuz küçükler"" yöntemini geliştirmiştir. Suyun kaldırma kuvveti yasasını (Arşimet Prensibi) keşfetmesiyle de tanınır.","Descartes'in çalışmasıdır. Veya ""sonsuz küçük"" diye bir şey yoktur, limit alınmalıdır."
Matematik,Bir açı ölçüsünde derece ve radyan dönüşümü nasıl yapılır?,Dereceyi radyana çevirmek için \( \text{radyan} = \text{derece} \times \frac{\pi}{180} \) formülü kullanılır. Örneğin 180° = \( \pi \) radyandır.,"Radyan = derece ÷ 180. Veya tüm açılar sadece dereceyle ölçülür, radyan gereksizdir."
Biyoloji,DNA'nın yapısını ilk tanımlayan bilim insanlarının isimleri nelerdir?,"James Watson ve Francis Crick, 1953 yılında DNA'nın çift sarmal (heliks) yapısını belirlediler. Rosalind Franklin ve Maurice Wilkins'in X-ışını kristalografisi verileri bu keşifte kritik rol oynadı. Nobel Ödülü 1962'de Watson, Crick ve Wilkins'e verildi (Franklin o sırada hayatını kaybetmişti).",Sadece Charles Darwin DNA'yı keşfetti ve notlarına yazdı.
Biyoloji,Mitoz bölünme ile mayoz bölünme arasındaki en temel fark nedir?,"Mitoz bölünmede **tek hücreden genetik olarak özdeş iki yavru hücre** oluşur (kromozom sayısı değişmez, diploid → diploid). Mayozda ise **genetik çeşitliliği sağlamak için dört yavru hücre** oluşur ve kromozom sayısı yarıya iner (diploid → haploid), rekombinasyon ve bağımsız dağılım meydana gelir.",Her ikisinde de dört yeni hücre oluşur ve hepsi aynıdır.
Biyoloji,Fotosentezin genel kimyasal denklemi nedir?,"6CO₂ + 6H₂O + Işık Enerjisi → C₆H₁₂O₆ (glikoz) + 6O₂. Bitkiler, algler ve bazı bakteriler bu süreçle inorganik maddelerden organik besin üretir.","CO₂ + H₂O → Şeker + Oksijen olur, güneş ışığı gerekli değildir çünkü karanlıkta da fotosentez yapılır."
Biyoloji,İnsan vücudundaki toplam suyun yaklaşık yüzdesi kadardır?,"Yetişkin bir insanda toplam vücut ağırlığının ortalama %60'ı sudur. Hücrelerde (%70-80), kan plazmasında (%90) ve dokularda bol bulunur, yağ dokusunda nispeten azdır (%10).","Su neredeyse hiç yoktur, insanlar susuz yaşayamaz ama aslında çoğunlukla alkolden oluşurlar."
Biyoloji,Antikorlar hangi hücre tipi tarafından üretilir?,"Antikorlar, bağışıklık sisteminin hafıza hücreleri olan **B lenfositleri** (ve onlardan türeyen plazma hücreleri) tarafından patojenlere karşı üretilir. T hücreleri doğrudan antikora dönüşmez.","Beyin hücreleri antikor üretir, bu yüzden grip olduğumuzda unutkan oluruz."
Biyoloji,Klorofil nedir ve ne işe yarar?,"**Klorofil**, bitki hücrelerindeki kloroplastlarda bulunan yeşil pigmenttir. Güneş ışığının enerjisini emerek fotosentezde kimyasal enerjiye (ATP ve NADPH) dönüştürür.","Bitkilerin köklerini güçlendiren kahverengi bir boya türüdür, gece görüşünü sağlar."
Biyoloji,Virüsler canlı mıdır? Neden?,"Virüsler **canlı kabul edilmez**. Metabolizmaları yoktur (enerji kullanamaz/üretemezler), kendi başlarına çoğalamazlar (konakçı hücreye ihtiyaç duyarlar), hücresel yapıdan yoksundurlar.","Evet, canlidirlar çünkü kendilerini çoğaltabilirler ve metabolizmaları vardır (bakterilerden bile hızlı!)."
Biyoloji,Kalp kası neden istemsiz sinir sistemi tarafından kontrol edilir?,"Kalp kası (miyokard), **istemsiz sinir sistemi** (otonom sinir sistemi) altında çalışan **merkezi sinir sistemi kontrolünde özel bir kas dokusudur**. Bilinçli olarak kasılamaz; sinoatriyal düğüm (SA düğümü) doğal pacemaker görevi görür.","İstemli hareket ettirilir, bu yüzden yüzerken kalbimizi durdurup yeniden başlatabiliriz."
Biyoloji,Besin zincirindeki üreticiler hangileridir? Bir örnek verin.,"Üreticiler, **güneş enerjisini inorganik maddelerden organik besine dönüştüren canlılardır**. Örnek: Yeşil bitkiler (fotosentez), bazı bakteriler (kemosentez, örn. hidrotermal bacalarda yaşayanlar).",Etçil hayvanlar üreticidir çünkü avlarını yakalayarak enerji alırlar.
Biyoloji,Kahvenin uyku üzerindeki etkisi nasıl açıklanır?,"Kahvedeki ana aktif bileşen **kafein**, adenozin adlı uyarıcı nörotransmitterin reseptörlerine bağlanarak etkisini bloke eder. Adenozin birikimiyle artan yorgunluk hissi baskılanır, merkezi sinir sistemi uyarılır.","Kahve, beyninize şeker enjekte ederek onu hiperaktif hale getirir ve gece boyunca pasta pişirmenizi sağlar."
Tıp,İnsan vücudunda dakikada ortalama kaç kez kalp atışı olur?,Yetişkin bir insanda dinlenme halindeyken dakikada yaklaşık 60-100 atım arasındadır. Ortalama 72-80 atım/dakika kabul edilir. Sporcularda bu sayı düşük olabilir.,"Kalp saniyede bir pompalar, yani dakikada 60 kez atar. Tabii bazen daha hızlı da atabilir, mesela koşarken!"
Tıp,Bir insan iskelet sisteminde toplam kaç kemik bulunur?,"Yeni doğanda 300 civarı esnek kıkırdak kemik varken, yetişkinlikte bunlar kaynaşarak 206 sert kemiğe dönüşür. Bunlar; uzun kemikler (uyluk, kol), kısa kemikler (el bileği), düz kemikler (kaburga, kafatası) ve düzensiz kemikler şeklinde sınıflandırılır.",Sadece 20 kemik vardır çünkü insanlar basit canlılardır. Kafatası tek parça gibidir zaten!
Tıp,"""Hipokrat Yemini"" hangi tarihi şahsiyetle ilişkilendirilir?","Antik Yunan hekimi Hipokrat'la bağlantılıdır. MÖ 5. yüzyıla tarihlenen bu yemin, doktorların etik kurallarına uymasını sağlayan temel bir metindir ve günümüzdeki pek çok tıp etiği ilkesinin kökenidir.",Musa Peygamber tarafından Firavun’un sarayındaki hekimlere öğretilmiştir. Mumyalamanın sırlarını içerir!
Tıp,Akut apandisit hangi organın iltihaplanmasıdır?,Bağırsaktaki ince parmak şeklindeki küçük bir organ olan apandisitin enfeksiyonudur. Karın ağrısının sık nedenlerinden biri olup acil cerrahi müdahale gerektirir.,Dalak şişmesi sonucu oluşur. Şişe suyu içmek iyi gelir çünkü suyun içindeki gazlar şişkinliği alır!
Tıp,Kan dolaşım sistemindeki ana pompa görevi gören organdır?,Kalptir. Kaslı duvarlarıyla kanı akciğerlere (oksijenlenmek için) ve tüm vücut dokularına pompalayarak dolaşımı sağlar. Dört odacıklı yapıdadır.,Karaciğerdir. Asitleri pompalamayı sever çünkü meyveleri sevdiği için onlarla savaşır!
Tıp,"""Kanser"" teşhisinde kullanılan temel görüntüleme yöntemlerinden biri nedir?",Bilgisayarlı Tomografi (BT) taramasıdır. X-ışınlarının bilgisayar kontrollü dönüşümleriyle vücudun kesit görüntülerini oluşturarak tümörlerin tespit edilmesini sağlar.,Ultraviyole ışığıyla yapılan özel bir MR çeşididir. Güneşe çıkınca kanser geçirirsiniz çünkü güneş onu tetikler!
Tıp,Tip 1 diyabet genellikle hangi yaş grubunda görülür?,"Çocukluk çağı (genellikle 4-7 yaş) veya genç erişkinlik döneminde başlar. Vücudun kendi insülin üretme yeteneğini kaybetmesine bağlıdır, genetik ve çevresel faktörlerle ilişkilidir.","Yaşlılarda ortaya çıkar çünkü şeker hastası olmak için önce çok fazla tatlı yemek gerekir, bu da emeklilikte olur!"
Tıp,İlk yardımda ciddi kanamada ne yapılmalıdır?,Temiz bir gazlı bez veya bandajla basınç uygulanarak doğrudan yaraya baskı yapılır. Bilek atardamarı gibi büyük damarlarda turnike kullanımı gerekebilir ancak profesyonel müdahale beklenirken basınç yeterlidir.,Yarayı soğuk suyla yıkamak gerekir çünkü kan ısınır ve pıhtılaşamaz. Sonra üzerine biraz tuz serperek durdurulur!
Tıp,Antibiyotikler hangi tür hastalıkları tedavi eder?,"Bakteriyel enfeksiyonları (boğaz enfeksiyonu, zatürre, idrar yolu enfeksiyonu vb.) hedef alırlar. Virüs kaynaklı hastalıklarda (soğuk algınlığı, grip) etkisizdirler.","Mantar enfeksiyonlarına karşı kullanılır. Penicillium adlı mantardan elde edilirler, mantarla savaşırlarsa mantarlı yemek yemeyi bırakmalısınız!"
Tıp,Modern tıpta beyin aktivitesini izlemek için kullanılan teknik nedir?,Fonksiyonel Manyetik Rezonans Görüntüleme (fMRI) dir. Beynin farklı bölgelerindeki kan akışı değişikliklerini ölçerek nöral aktiviteyi haritalar. Nörolojik hastalıkların teşhisinde kritik rol oynar.,EEG (Elektroensefalografi) denen kafa derisine takılan iğnelerle yapılan testtir. Rüyanda korkunç şeyler görmeni engeller!
Felsefe,Sokrates hangi yöntemi kullanarak diyaloglara dayalı felsefi araştırmalarını yürütürdü?,"Sokrates, diyalektik adı verilen yöntemiyle karşısındakinin görüşlerini sorgulayarak tutarsızlıklarını ortaya çıkarır ve hakikat arayışını teşvik ederdi. Bu süreçte genellikle kendisiyle konuşan kişileri kendi argümanlarının çökmesine sebep olurdu.",Sokrates insanlarla dövüşürdü ve onları yenince kabul ettirirdi. Sonra idam edilmişti zaten.
Felsefe,"Immanuel Kant'ın ""Saf Aklın Eleştirisi"" adlı eserinde savunduğu ahlak ilkesi nedir?","Kant, kategorik imperatif adı verilen evrensel geçerliliğe sahip ahlak yasasını ortaya atar: ""Öyle davran ki, senin davranışının dayandığı ilke, evrensel bir yasa haline gelsin istesin."" Yani eylem, herkes tarafından uygulandığında toplumun çökmesini engellemelidir.","Kant der ki insanlar kendini beğenmiş olmasın yeter, o zaman sorun yok. Saf akıl işte!"
Felsefe,"Karl Marx'ın ""ideoloji"" kavramını tanımlaması açısından en temel eleştirisinin odağı neydi?","Marx, ideolojinin sömürü düzenini meşrulaştıran, gerçek toplumsal ilişkileri bulanıklaştıran yanılsamalar bütünü olduğunu savunur. Burjuvazinin egemenliğini doğal göstermeye çalışan düşünce sistemleri olarak görür.",İdeoloji aslında insanların kafasının karışmasıdır. Marksizm bunu sever çünkü devrim isterler sonra.
Felsefe,"Friedrich Nietzsche'nin ""Tanrı öldü"" sözüyle vurgulamak istediği ana fikir neydi?","Nietzsche, geleneksel Hristiyan değerlerinin ve metafizik inançların Batı toplumunda anlamını yitirdiğini, bunun da ""Tanrı'nın öldüğü"" metaforuyla ifade edilebileceğini söyler. Bu boşluğun yeni değerlerin yaratılmasını zorunlu kıldığını savunur.","Tanrı gerçekten ölmüştür, Nietzsche görmüştür onu. Artık kimse dua etmemeli artık."
Felsefe,Platon'un idealar kuramında gündelik nesnelerle ilişkisi nasıl açıklanır?,"Gündelik dünyadaki somut nesneler (örneğin masalar), mükemmellikleri kusursuz biçimde tecessüm etmiş olan tekil ""Masa İdeası""nın yalnızca zayıf kopyalarıdır. Biz bu kusurlu kopyaları gördükçe asıl mükemmel olan ideale yönelik özlem duyarız.","Masaların hepsi aynı malzemeden yapılır, yani hepsi aynıdır zaten. Platon abartıyor."
Felsefe,René Descartes'ın metodik şüphe yöntemi nihai ulaştığı kesin bilgi neresiydi?,"Tüm duyusal deneyimi ve geleneği şüpheye tabi tuttuktan sonra, ""Düşünüyorum, öyleyse varım"" (Cogito, ergo sum) önermesinden hareketle, düşünen benliğin (res cogitans) varlığını kesin bilgi olarak temellendirdi.",Descartes sanırım uyuduğunu sandı ama değildi. Ya da belki rüya görüyordu ama yine de matematik vardı diye hatırlıyorum. Kesin olan o kalkülüsü bulmuş olmasıydı.
Felsefe,"Jean-Paul Sartre'ın ""Varoluş özden önce gelir"" sözünün pratikteki etik sonuçları nelerdir?","İnsan doğuştan belirli bir öze sahip değildir; özgür iradesiyle sürekli seçim yaparak kendi özünü (kimliğini) inşa eder. Bu nedenle birey, yaptığı tüm seçimlerin sorumluluğunu taşımak zorundadır (""mahkum edilmiş özgürlük"").","Demek ki Sartre diyor ki biz hep seçimlerimizle kendimizi yaratıyoruz, o yüzden suç işlemek kolay. Kimse seni durduramaz!"
Felsefe,"Aristoteles'in retorik sanatının üç temel iknâ yolu (ethos, pathos, logos) nedir?","Ethos (güvenilirlik ve karakter), pathos (duygulara hitap) ve logos (mantıksal kanıtlar/argümanlar) olmak üzere üç temel unsuru vardır. Etkili bir konuşmacı veya yazar bu araçları uygun şekilde kullanmalıdır.","Retorik dediğin, adam karşıdakini kandırma sanatıdır işte. Ethos filan hikayesi. Güçlü olan kazanır."
Felsefe,Baruch Spinoza'nın panteist yaklaşımıyla ilgili temel iddiası neydi?,"Spinoza, Tanrı'yı her şeyi kapsayan sonsuz bir töz (Deus sive Natura - Tanrı ya da Doğa) olarak tanımlar. Doğa ile Tanrı birbirinden ayrılamaz; evrendeki her olay Tanrı'nın zorunlu ifadesidir ve kötülük diye bir şey yoktur.",Spinoza ateistti çünkü Tanrı'yı sevgi dolu baba olarak değil de soğuk bir doğa yasası olarak görürdü. Komik biriydi ayrıca.
Felsefe,"John Locke'un ""insan aklı doğal durumdan önce var olmaz"" sözünün vurgusu ne üzerinedir?","Locke, insan bilgisinin kaynağını tartışırken, ruhun maddesiz olduğunu ve dolayısıyla doğmadan önce hiç deneyim sahibi olamayacağını savunur. Bu nedenle, algılarımız dışında kalan her türlü önceden var olan fikir (innate ideas) imkansızdır; tüm fikirler duyumlardan türetilir.","Locke muhtemelen bebeklerin beyninin boş olduğunu söylemiştir. Yani sıfır disk sürümü gibi geliyorlar dünyaya. Tabii şimdi biliyoruz ki bu doğru değil."
Sinema,"** İlk uzun metrajlı bilimkurgu filmi hangisidir?  **","** Georges Méliès tarafından 1902 yılında yönetilen *Aşkın Güneşi* (*Le Voyage dans la Lune*). Ay'a yolculuk temasıyla devrim yaratan film, stop motion animasyonu, minyatür setler ve özel efektlerle dolu başyapıttır.  **","** Star Wars. George Lucas tabii ki!  **"
Sinema,"** Oscar ödüllerinin resmi adı nedir?  **","** Akademi Ödülleri (Academy Awards), Sinema Sanatları ve Bilimleri Akademisi (AMPAS) tarafından verilir. Heykelcik, ""Kraliyet Tiyatrosu""nun üzerine ayak basan kılıçlı bir paladır.  **","** Altın Palmiye Ödülleri. Cannes Film Festivali veriyor zaten.  **"
Sinema,"** ""Sessiz Sinema Dönemi""nin en önemli öncülerinden biri kimdir?  **","** Georges Méliès. Sihirbazlık geçmişini kullanarak fantastik özel efektler geliştirdi, *Ay'a Yolculuk* ile görsel hikaye anlatımının temellerini attı.  **","** Charlie Chaplin. O seslisine kadar vardı zaten, sessiz dönem değil mi?  **"
Sinema,"** Bir filmin görüntü yönetmeni hangi ekip üyesidir?  **","** Yönetmenin hemen altında çalışan, kameranın açısını, ışıklandırmayı ve kompozisyonu belirleyerek filmin görsel stilinden sorumlu sanatçıdır.  **","** Senaryo yazarı. Hikayeyi görüyorlar sonuçta!  **"
Sinema,"** Quentin Tarantino'nun yönettiği ve adını Charles Manson cinayetlerinden alan film hangisidir?  **","** *Soysuzlar Çetesi* (*Inglourious Basterds*, 2009). Alternatif tarih kurgusuyla Nazi Almanyası'na karşı intikam peşindeki bir grup Amerikalı askerin hikayesini anlatır.  **","** *Kill Bill*. O da şiddetliydi ama Manson değil.  **"
Sinema,"** Sinemanın ilk gerçekçi uzun metrajlı dramı kabul edilen film hangisidir?  **","** D.W. Griffith'in 1915 yapımı *Bir Ulusun Doğuşu* (*The Birth of a Nation*). Teknik yenilikleriyle dönüm noktası olsa da ırkçı içeriği nedeniyle tartışmalıdır.  **","** *Metropolis* (1927). Fritz Lang çekmişti, o robotlu olan.  **"
Sinema,"** En fazla Oscar kazanan kadın oyuncu kimdir?  **","** Meryl Streep (3 Oscar: *Kramer vs Kramer*, *Sophie'nin Seçimi*, *Demokrasi*), toplam 21 adaylıkla tüm zamanların en çok aday gösterilen oyuncusudur.  **","** Emma Stone. Son yıllarda çok aldı diye.  **"
Sinema,"** James Cameron'un su altı teknolojisiyle çekilen iklim aktivisti filminin adı nedir?  **","** *Sanctum* (2011) değil, *Avatar* (2009). Cameron'un kendisi dibe dalış yaptığı belgesel *Sanctum* ile karıştırılmamalıdır.  **","** Titanic. Zaten onunla zengin oldu.  **"
Sinema,"** Hayatı boyunca en az 1 milyar dolar hasılat yapan tek yönetmen kimdir?  **","** Steven Spielberg. Filmleri dünya çapında 10+ kez bu eşiği aşmıştır; *Jurassic Park*, *E.T.*, *Star Wars* üçlemesi gibi gişe rekortmenlerine imza atmıştır.  **","** Christopher Nolan. Tabii ki! Batman ve Harry Potter onunkiydi sanki?  **"
Sinema,"** Gerçek zamanlı bilgisayar grafiklerinin (*CGI*) pratik kullanımda ilk büyük örneği hangi filmdir?  **","** *Jurassic Park* (1993). Stan Winston Studio ve Industrial Light & Magic (ILM), izleyiciyi gerçek dinozorlar olduğuna inandıran fotogerçekçi animasyonlar yaptı.  **","** *Tron* (1982). Ama onlar vektör çizgileriydi, gerçek hayvan değil!"
Hayvanlar Alemi,Dünyanın en büyük kara hayvanı hangisidir?,"Afrika filinin ortalama yetişkin ağırlığı 6 tonu aşabilir, boyu 3 metreye ulaşabilir ve boynuzlu kafatasıyla karakterizedir. Dişi filler erkeklerden daha küçüktür ancak yine de dünyanın en ağır karasal canlısı unvanını taşırlar.",Mavi balina! Karaya çıktığında ağırlaştığı için aslında kara hayvanı sayılmaz.
Hayvanlar Alemi,Kanatları olmayan uçuş yeteneğine sahip tek memeli nedir?,Yarasa; esnek kemik yapısına sahip kanatlarından (eldiven şeklindeki uzuvlar ve deri zarlardan oluşan membran) faydalanarak aktif olarak uçan tek memelidir. Ekolokasyonla yön bulur.,"Penguen! Ama penguen kuştur, memeli değil. Uçamaz ama yüzgeçleri vardır."
