question,answer
"Jason'ın John'un üç katı kadar oyuncağı vardır. Eğer John'un Rachel'dan 6 fazla oyuncağı varsa ve Rachel'ın 1 oyuncağı varsa, Jason'ın kaç oyuncağı vardır?",Jason'ın 21 oyuncağı vardır.
"Shelly okuldaki arkadaşları için örgülü anahtarlıklar yapıyor. Her bir anahtarlığı örmek için 12 inç iplik gerekiyor. Bu yıl sınıfta altı, okul sonrası kulüplerde de bunun yarısı kadar arkadaş edinmiş. Her birine bir anahtarlık yapmak istiyor. Shelly'nin kaç inç ipliğe ihtiyacı var?","Shelly toplam 9 arkadaşına anahtarlık yapmak istiyor. Her anahtarlık 12 inç iplik gerektirdiğine göre, toplamda 9 x 12 = 108 inç ipliğe ihtiyacı var."
"Valerie'nin postalamak üzere olduğu zarflara pul yapıştırması gerekiyor. Büyükannesi, amcası ve teyzesi için gönderdikleri doğum günü hediyeleri için teşekkür kartları var. Ayrıca su faturasını ve elektrik faturasını ayrı ayrı ödemesi gerekiyor. Faturalardan üç tane daha fazla posta iadesi göndermek istiyor ve postalaması gereken iş başvurusu sayısı, iadelerden iki kat daha fazla. Elektrik faturası hariç her şey için 1 pul gerekiyorsa, kaç pula ihtiyacı vardır?","Valerie'nin postalamak üzere olduğu öğeler:

- Büyükannesi için teşekkür kartı: 1 pul
- Amcası için teşekkür kartı: 1 pul
- Teyzesi için teşekkür kartı: 1 pul
- Su faturası: 1 pul
- Elektrik faturası: 0 pul (gerekmiyor)
- İade posta: x pul
- İş başvuruları: 2 * x pul (İadelerden iki kat fazla)

Pula ihtiyaç olan öğeler:

- Teşekkür kartları: 3 adet
- Su faturası: 1 adet
- İade posta: x adet
- İş başvuruları: 2 * x adet

Toplam pul sayısı:
3 (teşekkür kartları) + 1 (su faturası) + x (iade postalar) + 2 * x (iş başvuruları)

Bu ifadeyi sadeleştirirsek:
4 + 3 * x

İade postalardan üç tane daha fazla olduğunu belirtmiştik. Eğer bu sayı r (ve r = x) ise 3+x şeklinde olur. Buradan yola çıkarak x'i hesaplayabiliriz:
x = 3.

Son durumda:
4 + 3 * 3 = 4 + 9 = 13

Valerie'nin toplamda 13 pula ihtiyacı vardır."
"Bahçe merkezi satışının ilk gününde 14 kadife çiçeği satıldı. Ertesi gün 25 kadife çiçeği daha satıldı. Üçüncü gün, merkez bir önceki gün sattığı kadife çiçeği sayısının iki katını sattı. Satış sırasında kaç kadife çiçeği satılmıştır?",Toplamda 14 + 25 + (25 * 2) = 89 kadife çiçeği satılmıştır.
"Isabella, Antonio'dan iki kat daha yaşlı.  18 ay sonra 10 yaşında olacak.  Antonio kaç aylık?","İsabella 18 ay sonra 10 yaşında olacaksa şu an 8 yaşında (96 aylık). Antonio ise İsabella'nın yarı yaşında, yani şu an 4 yaşında (48 aylık)."
"Wonka kampında 96 kampçı var.  Kampçıların üçte ikisi erkek, kalan üçte biri ise kızdır.  Erkeklerin %50'si ve kızların %75'i marşmelov kızartmak istiyor.  Her kampçı kızartmak için bir marşmelov alırsa, kaç tane marşmelov gerekir?","Öncelikle, erkek ve kız kampçı sayısını belirleyelim:

Erkek kampçı sayısı: 96 * (2/3) = 64
Kız kampçı sayısı: 96 * (1/3) = 32

Erkeklerden marşmelov kızartmak isteyenler: 64 * 0.50 = 32
Kızlardan marşmelov kızartmak isteyenler: 32 * 0.75 = 24

Toplam marşmelov sayısı: 32 + 24 = 56

Dolayısıyla, 56 marşmelov gerekir."
Ken'in yerel marketinde bir kilo biftek 7$'a satılmaktadır. 2 kilo almaya karar verir. Kasada 20 dolarlık bir banknot kullanarak ödeme yapar. Ne kadar para geri alacaktır?,"Ken, 2 kilo biftek için toplam 14 dolar öder. 20 dolarlık banknotla ödeme yaptığında, 6 dolar geri alacaktır."
"İlk çeyreğin sonunda, kazanan takım kaybeden takımın iki katı sayıya sahipti. İkinci çeyreğin sonunda, kazanan takımın başladığı sayıdan 10 fazla sayısı vardı. Üçüncü çeyreğin sonunda, kazanan takımın ikinci çeyrekte sahip olduğu sayıdan 20 daha fazla sayısı vardı. Kazanan takımın maçta attığı toplam sayı 80 ise ve kaybeden takım ilk çeyrekte 10 sayı attıysa, takımın dördüncü çeyrekte attığı toplam sayıyı hesaplayın.","Kazanan takımın her çeyrekte attığı sayıları bulmamız gerek:

1. İlk çeyrekte kazanan takım, kaybeden takımın iki katı kadar yani 10 * 2 = 20 sayı atmıştır.
2. İkinci çeyrekte, kazanan takımın ilk çeyrektekinden 10 fazla sayısı vardır, yani 20 + 10 = 30 bileşik sayı.
3. Üçüncü çeyrekte, kazanan takımın ikinci çeyrek sonundaki sayılarına 20 eklenmiştir; yani 30 + 20 = 50 bileşik sayı.

Toplamda maçta 80 sayı attığı için:
4. Kazanan takımın dördüncü çeyrekteki sayısını toplamdan çıkararak bulabiliriz: 80 - 50 = 30.

Dördüncü çeyrekte kazanan takım 30 sayı atmıştır."
"Bir çocuk hediyelik eşya dükkânında tanesi 4 dolardan bilezikler, tanesi 5 dolardan anahtarlıklar ve tanesi 3 dolardan boyama kitapları satılmaktadır. Paula ve Olive arkadaşları için hediye almak isterler. Paula iki bileklik ve bir anahtarlık, Olive ise bir boyama kitabı ve bir bileklik alır.  Paula ve Olive toplamda ne kadar harcarlar?","Paula 2 bilezik ve 1 anahtarlık alır, bu da 2 * 4 + 5 = 8 + 5 = 13 dolar eder. Olive 1 boyama kitabı ve 1 bilezik alır, bu da 3 + 4 = 7 dolar eder. Toplamda 13 + 7 = 20 dolar harcarlar."
Bovling salonunda 30 kırmızı bovling topu var. Kırmızı toplardan 6 tane daha fazla yeşil top var. Toplam kaç tane bowling topu vardır?,"Kırmızı toplardan 6 fazla olması yeşil topların 36 tane olduğunu gösterir.

Kırmızı toplar: 30
Yeşil toplar: 36

Toplam bovling topu: 30 + 36 = 66

Sonuç olarak, toplam 66 tane bovling topu vardır."
"Bir binada 300 birim bulunmaktadır. Birimlerin yarısı konut, diğer yarısı ise ofisler ve restoranlar arasında eşit olarak bölünmüştür. Binada kaç tane restoran vardır?",Binada 75 tane restoran vardır.
"James okulunun kafeteryasında bir yemek kavgası başlattı ve okul yönetimi israf ettiği tüm yiyeceklerin maliyetini asgari ücretten (8 $) karşılamasını istiyor. James, kilosu 5 dolardan israf edilen 20 kilo etin, kilosu 4 dolardan israf edilen 15 kilo meyve ve sebzenin, kilosu 1,50 dolardan israf edilen 60 kilo ekmek ürününün ve normalde saatte 10 dolar kazanan temizlik personelinin 10 saatlik zaman ve buçuk ücretini ödemek zorunda. James'in her şeyi ödemek için kaç saat çalışması gerekecek?","James'in ödemesi gereken toplam maliyeti hesaplayalım:

- 20 kilo et x 5 $/kilo = 100 $
- 15 kilo meyve ve sebze x 4 $/kilo = 60 $
- 60 kilo ekmek ürünleri x 1.50 $/kilo = 90 $
- Temizlik personeli: 10 saat x 1.5 (= buçuk) x 10 $/saat = 150 $

Toplam maliyet: 100 $ + 60 $ + 90 $ + 150 $ = 400 $

James'in saatlik ücreti 8 $ olduğuna göre, ödemesi gereken toplam miktarı karşılamak için çalışması gereken saat sayısı:

400 $ / 8 $/saat = 50 saat.

James'in her şeyi ödemesi için 50 saat çalışması gerekecek."
Kuzeybatıdaki bir kasabada Kasım ayının ilk 15 günü boyunca günde 4 inç yağmur yağdı.  Ayın geri kalanında günlük ortalama yağış miktarı ilk 15 günde gözlenen miktarın iki katı olmuştur.  Kasım ayında bu kasabaya düşen toplam yağış miktarı inç cinsinden nedir?,"Kasım ayının ilk 15 günü boyunca günde 4 inç yağmur yağdı, bu da toplamda 15 gün x 4 inç/gün = 60 inç yağmur eder. Ayın geri kalan 15 gününde ise günlük ortalama yağış miktarı ilk 15 günde gözlenen miktarın iki katı, yani 2 x 4 inç/gün = 8 inç/gün olmuştur. Bu da 15 gün x 8 inç/gün = 120 inç yağmur eder.

Kasım ayında toplam yağış miktarı:
60 inç + 120 inç = 180 inç."
Louie matematik sınavından %80 aldı. 5 hatası vardı. Matematik sınavında kaç soru vardı?,"Louie sınavda 5 hata yaptı ve bu, %20'lik yanlış kısma denk geliyor.

Sınavdaki toplam soru sayısını ""x"" ile ifade edelim. %20'lik kısım 5 soruya eşitse:
0.20 * x = 5

Bunu çözersek:
x = 5 / 0.20
x = 25

Demek ki sınavda toplam 25 soru vardı."
Katie'nin 13 pembe misketi var. Pembe bilyelerden 9 daha az turuncu bilyesi var. Turuncu bilyelerin 4 katı kadar mor bilyesi var. Katie'nin toplam kaç misketi var?,Katie'nin 4 turuncu bilyesi var (13 - 9 = 4). Mor bilyelerinin sayısı 16'dır (4 x 4 = 16). Toplamda 13 pembe + 4 turuncu + 16 mor = 33 misketi vardır.
"Dan'in bir dondurma dükkanı var ve her altıncı müşteriye bir külah dondurma bedava. Külahların tanesi 2 dolar. Eğer 100$ değerinde külah sattıysa, kaç tane bedava külah vermiştir?",5 tane bedava külah vermiştir.
"Küçük bir kütüphanede 50 kitap var. Bunların yarısı İngilizce, %10'u Almanca yazılmış. Diğerleri İspanyolca yazılmış. Kaç tane İspanyolca kitap var?",20 tane İspanyolca kitap var.
"Bir yardım kuruluşunun hedefi, yakın zamanda sel felaketine uğramış bir topluluğa 400 kutu gıda dağıtmaktır. Her kutuda 80 dolar değerinde gıda ve 165 dolar değerinde tuvalet malzemeleri ve temiz çarşaflar gibi ek malzemeler bulunmaktadır. Daha sonra, isimsiz bir bağışçı kuruluşa halihazırda harcadıkları paranın 4 katını vererek çok daha fazla kutu paketlemelerine olanak tanır. Toplamda kaç kutu paketlediler?","Başlangıçta, her bir kutunun maliyeti 80 dolar gıda + 165 dolar ek malzemeler = 245 dolardır.

400 kutu için toplam maliyet:
400 kutu * 245 dolar/kutu = 98,000 dolar

Bağışçı bu miktarın 4 katını bağışladığına göre:
4 * 98,000 dolar = 392,000 dolar

Bu bağış ile paketlenebilecek kutu sayısı:
392,000 dolar / 245 dolar/kutu = 1,600 kutu

Başlangıçtaki 400 kutuya ek olarak:
400 kutu + 1,600 kutu = 2,000 kutu

Sonuç olarak toplamda 2,000 kutu paketlediler."
"Maddy kuzeninin futbol maçı için pizza alıyor. 12 takım üyesi ve 3 koç vardır. Her takım üyesi 2 misafir getiriyor. Bir pizza 3 kişiye yetecektir. Her bir pizzanın fiyatı 15 dolarsa, Maddy kaç dolar harcayacaktır?","Toplamda 12 takım üyesi, 3 koç ve her oyuncunun 2 misafiri var:

- Takım üyeleri: 12
- Koçlar: 3
- Takım üyelerinin misafirleri: 12 * 2 = 24

Toplam kişi sayısı = 12 + 3 + 24 = 39 kişi

Her bir pizza 3 kişiye yeteceğine göre, gerekli pizza sayısı:
39 / 3 = 13 pizza

Her pizzanın fiyatı 15 dolar olduğuna göre:
13 * 15 = 195 dolar

Maddy 195 dolar harcayacaktır."
"Bir köpek dakikada 30 kez havlar.  Eğer 2 köpek dakikada 30 kez havlarsa, 10 dakika sonra kaç kez havlamış olurlar?","10 dakika sonunda, 2 köpek toplamda 600 kez havlamış olur."
Jake haftada 234 gazete dağıtıyor. Miranda haftada iki kat daha fazla gazete dağıtıyor. Miranda bir ayda Jake'ten kaç gazete daha fazla teslim ediyor?,"Miranda bir haftada Jake'in dağıttığının iki katını, yani 234'ün iki katı olan 468 gazeteyi dağıtıyor. Bir ayda dört hafta olduğunu varsayarsak, Jake bir ayda 234 * 4 = 936 gazete dağıtırken, Miranda bir ayda 468 * 4 = 1872 gazete dağıtır. Miranda'nın bir ayda Jake'ten daha fazla teslim ettiği gazete sayısı: 1872 - 936 = 936 gazetedir."
"Anne kuşun yuvasında 6 yavrusu var.  Her bir yavruyu günde 3 solucanla beslemesi gerekiyor.  Baba kuş 9 solucan yakaladı. Eğer 13 solucan yakaladıysa ve 2 solucanı çalındıysa, onları 3 gün boyunca beslemek için kaç tane daha yakalaması gerekir?","Anne kuşun her gün 6 yavruyu beslemek için toplamda 6 * 3 = 18 solucana ihtiyacı var. 3 gün boyunca bu miktar 3 * 18 = 54 solucan eder.

Baba kuşun ilk durumda 9 solucanı vardı ve 13 solucan daha yakaladığında toplamda 9 + 13 = 22 solucanı oldu. Ancak 2 solucanı çalındığında 22 - 2 = 20 solucanı kalır.

3 gün boyunca yavruları beslemek için gereken 54 solucandan geriye kalan miktar 54 - 20 = 34 solucan eder.

Dolayısıyla, baba kuşun 3 gün boyunca yavruları besleyebilmek için 34 solucan daha yakalaması gerekir."
Jim'in 20 paket sakızı var.  8 saat süren bir okul günü boyunca okulda geçirdiği her 2 saat için 1 parça sakız çiğniyor.  Okuldan eve dönerken 1 parça ve akşam yemeğinden sonra 1 çubuk çiğniyor.  Ayrıca yatmadan hemen önce sakız isteyen kız kardeşine sakızının yarısını veriyor.  Jim'in gün sonunda kaç adet sakızı kalmıştır?,"Jim 8 saat süren bir okul gününde her 2 saatte bir sakız çiğner, yani:

8 saat / 2 saat = 4 parça sakız.

Okuldan eve dönerken 1 parça ve akşam yemeğinden sonra 1 parça daha çiğner:

4 + 1 + 1 = 6 parça sakız.

Yatmadan önce sakızının yarısını kız kardeşine verir. Gün sonunda 6 parça sakız çiğnedi, yani:

20 - 6 = 14 parça sakızı kaldı.

Yarısını kız kardeşine verir, yani:

14 / 2 = 7 parça sakız.

Jim'in gün sonunda 7 parça sakızı kalır."
"Bayan Crocker, Lyndee ve arkadaşları için 11 parça kızarmış tavuk yaptı. Lyndee sadece bir parça yediyse ve arkadaşlarının her biri 2 parça yediyse, Lyndee'nin kaç arkadaşı vardı?","Lyndee kendisi bir parça yedi. Kalan tavuk parçalarını arkadaşları yediğine göre:

Toplam tavuk adedi: 11
Lyndee'nin yediği: 1

Kalan tavuk: 11 - 1 = 10 parça

Her bir arkadaşı 2 parça yediğine göre:
10 ÷ 2 = 5

Lyndee'nin 5 arkadaşı vardı."
Fabian biraz temiz hava almak için bir parka gitti. Orada 3 saat boyunca yürümeye karar verdi. Her saat 5 kilometre yol kat etti. Fabian'ın toplam 30 kilometreye ulaşması için kaç saat daha yürümesi gerekiyordu?,"Fabian toplam 15 kilometre yürüdü (3 saat x 5 km/saat). 30 kilometreye ulaşması için 15 kilometre daha yürümesi gerekiyor. Her saat 5 kilometre yürüdüğüne göre, 15 kilometreyi tamamlamak için 3 saat daha yürümek zorunda."
"Hükümet dört şehre tonlarca kum bağışlamıştır. A Şehri 16 1/2 ton kum, B Şehri 26 ton kum ve C Şehri 24 1/2 ton kum almıştır. Tedarikçi, D Şehri için verileri kaybetti; ancak dört şehir için toplamın 95 ton olduğunu biliyorlar. D Şehri kaç ton kum almıştır?",D Şehri 28 ton kum almıştır.
"Kris toplam 30 saat oynadığı için bir video oyunu başarısı kazanmaya çalışıyor. Kris 2 hafta boyunca her gün yarım saat oynadıktan sonra bir hafta boyunca her gün 2 saat oynarsa, başarımı kazanmak için hala kaç saat oynaması gerekir?","Toplamda 30 saat oynaması gereken Kris, iki hafta boyunca her gün yarım saat oynayarak 14 gün * 0.5 saat = 7 saat oynar. Bir hafta boyunca her gün 2 saat oynayarak 7 gün * 2 saat = 14 saat daha oynar. Bu durumda Kris toplamda 7 saat + 14 saat = 21 saat oynar. Başarım kazanmak için eksik olan saat miktarı ise 30 saat - 21 saat = 9 saattir. Kris'in hala 9 saat oynaması gerekiyor."
MegaCorp su kaynaklarına kanserojen madde sızdırırken yakalandı ve yıllık kârının %1'i oranında para cezasına çarptırıldı. MegaCorp her gün madencilikten 3.000.000 dolar ve petrol rafinasyonundan 5.000.000 dolar kazanıyor. Aylık giderleri ise 30.000.000 $. MegaCorp'un cezası dolar cinsinden ne kadardır?,"MegaCorp'un günlük kazancı:

Madencilik: 3.000.000 dolar
Petrol rafinasyonu: 5.000.000 dolar

Toplam günlük kazancı: 3.000.000 + 5.000.000 = 8.000.000 dolar

Yıllık kazanç:
8.000.000 dolar/gün * 365 gün = 2.920.000.000 dolar

Cezası, yıllık kârın %1'i oranında olduğuna göre:

Ceza miktarı: 2.920.000.000 * 0.01 = 29.200.000 dolar

MegaCorp'un cezası 29.200.000 dolardır."
"Son tatilimizde, Tim'in palyaço aldığının 4 katı kadar tetras aldım. Tim, Rick'in lepistes aldığının iki katı kadar palyaço aldı. Rick 30 lepistes aldıysa, son tatilimizde kaç hayvan satın aldık?","Rick, 30 lepistes aldı. Tim, Rick'in lepisteslerinin iki katı kadar palyaço aldı, yani 2 * 30 = 60 palyaço. Sen, Tim'in palyaçolarının 4 katı kadar tetra aldın, yani 4 * 60 = 240 tetra. Toplam satın alınan hayvan sayısı ise 30 lepistes + 60 palyaço + 240 tetra = 330 hayvandır."
"Jill öğretmenlik için saat başına 20$ ve amigo koçluğu için 30$ alıyor. Eğer yılda 50 hafta, haftada 35 saat öğretmenlik ve 15 saat de koçluk yapıyorsa, yıllık maaşı ne kadardır?","Jill'in öğretmenlikten yıllık kazancı: 20$ * 35 saat/hafta * 50 hafta = 35,000$.

Jill'in koçluktan yıllık kazancı: 30$ * 15 saat/hafta * 50 hafta = 22,500$.

Toplam yıllık maaşı: 35,000$ + 22,500$ = 57,500$."
"Susan'ın 21, Bob'un ise 3 kedisi vardır. Eğer Susan Robert'a kedilerinden 4 tanesini verirse, Susan'ın Bob'dan kaç tane daha fazla kedisi olur?","Susan, Bob'a 4 kedi verdiğinde Susan'ın 17 kedisi (21 - 4), Bob'un ise 7 kedisi (3 + 4) olur. Sonuç olarak, Susan'ın Bob'dan 10 kedisi daha fazla olur (17 - 7)."
"Candice kafedeki işine gitmeden önce çantasına 80 adet post-it not koydu.  Yolda bir markete uğradı ve bir paket Post-it not satın aldı; iş yerinde 220 farklı kahve fincanının her birine tek bir Post-it not yerleştirdi.  Toplamda 23 post-it notu kaldıysa, satın aldığı pakette kaç tane post-it notu vardı?","Candice ilk olarak çantasına 80 adet post-it not koydu. Daha sonra marketten bir paket post-it not aldı ve iş yerinde 220 tane post-it not harcadı. Toplamda 23 post-it notu kaldığına göre, satın aldığı pakette kaç tane post-it not olduğunu hesaplayalım:

Çantadaki başlangıç miktarı + Satın alınan miktar - Harcanan miktar = Kalan miktar
80 + X - 220 = 23

Bu denklemi çözersek:
80 + X - 220 = 23
X - 140 = 23
X = 23 + 140
X = 163

Candice'in satın aldığı pakette 163 adet post-it not vardı."
"Gina, kız kardeşiyle birlikte Netflix'te ne izleyeceklerini kız kardeşinin üç katı sıklıkta seçiyor. Kız kardeşi Netflix'te haftada toplam 24 dizi izliyorsa ve her dizi 50 dakika uzunluğundaysa, Gina kaç dakikalık Netflix seçme hakkına sahiptir?","Gina, kız kardeşi kadar içerik izleme hakkına sahiptir, ancak seçim sıklığı üç katıdır. Kız kardeşi haftada 24 dizi izliyorsa, Gina bu sürenin üç katı sıklıkta seçim yapar.

Kız kardeşi toplamda 24 dizi x 50 dakika = 1200 dakika dizi izler.

Gina'nın seçme hakkı bu sürenin üç katıdır, yani:

3 x 1200 dakika = 3600 dakika.

Gina'nın haftada 3600 dakikalık Netflix seçme hakkı vardır."
"Michael, babasının kazdığı çukurun iki katından 400 feet daha az derinlikte bir çukur kazmak istiyor. Babası çukuru saatte 4 feet hızla kazmıştır. Babasının çukuru kazması 400 saat sürdüyse, Michael'ın aynı hızla çalışarak babasının kazdığı çukurun iki katından 400 feet daha az derinlikte bir çukur kazması kaç saat sürer?","Michael'in babası, 4 feet/saat hızla 400 saat çalışarak 4 * 400 = 1600 feet derinliğinde bir çukur kazmıştır.

Michael’in kazmak istediği çukurun derinliği: 2 * 1600 - 400 = 3200 - 400 = 2800 feet.

Michael da aynı hızda kazacağı için 2800 feet derinlikteki çukuru 2800 / 4 = 700 saatte kazacaktır."
Melly'nin iki kedisi de aynı anda yavrular. İlk kedinin 3 mavi gözlü ve 7 kahverengi gözlü yavrusu oldu. İkinci kedinin 4 mavi gözlü ve 6 kahverengi gözlü yavrusu var. Tüm yavru kedilerin yüzde kaçı mavi gözlüdür?,Tüm yavru kedilerin yüzde 35'i mavi gözlüdür.
